Year,League,Removed-Players,RP-Ranking,Original-Players,Original-Rankings,New-Players,New-Rankings
2012,NL,"('Chapman', 'Dickey')","(12, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Chapman', 'Phillips')","(12, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Holliday', 'Dickey')","(11, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Holliday', 'Chapman')","(11, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Bruce', 'Dickey')","(10, 14)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Bruce', 'Phillips')","(10, 13)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Bruce', 'Chapman')","(10, 12)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2012,NL,"('Bruce', 'Holliday')","(10, 11)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'LaRoche', 'Wright', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Posey', 'Braun', 'McCutchen', 'Molina', 'Headley', 'Wright', 'LaRoche', 'Kimbrel', 'Ramirez')","(1, 2, 3, 4, 5, 7, 6, 8, 9)"
2014,AL,"('Kluber', 'Hernandez')","(11, 12)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2014,AL,"('Hernandez', 'Jones')","(12, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2015,AL,"('Cabrera', 'Fielder')","(11, 13)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista', 'Price')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre', 'Price')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2014,AL,"('Kluber', 'Jones')","(11, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2015,AL,"('Altuve', 'Fielder')","(10, 13)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista', 'Price')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre', 'Price')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Harper', 'Kim')","(12, 14)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2013,AL,"('Scherzer', 'Encarnacion')","(12, 14)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia', 'Machado')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre', 'Machado')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2014,AL,"('Gordon', 'Jones')","(10, 14)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2014,AL,"('Gordon', 'Hernandez')","(10, 12)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2014,AL,"('Gordon', 'Kluber')","(10, 11)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz', 'Donaldson', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Martinez', 'Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson', 'Cruz', 'Cabrera')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2015,AL,"('Altuve', 'Cabrera')","(10, 11)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista', 'Price')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre', 'Price')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2013,AL,"('Scherzer', 'Jones')","(12, 13)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia', 'Machado')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre', 'Machado')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2013,AL,"('Kipnis', 'Scherzer')","(11, 12)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre', 'Pedroia', 'Machado')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia', 'Beltre', 'Machado')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Bellinger', 'Contreras')","(10, 11)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Bellinger', 'Harper')","(10, 12)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Bellinger', 'Snell')","(10, 13)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Bellinger', 'Kim')","(10, 14)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Contreras', 'Harper')","(11, 12)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2023,NL,"('Harper', 'Snell')","(12, 13)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Riley', 'Arraez', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('AcunaJr', 'Betts', 'Freeman', 'Olson', 'Carroll', 'Soto', 'Arraez', 'Riley', 'Lindor')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2015,AL,"('Altuve', 'Encarnacion')","(10, 12)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre', 'Bautista', 'Price')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Donaldson', 'Trout', 'Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista', 'Beltre', 'Price')","(1, 2, 3, 4, 5, 6, 8, 7, 9)"
2018,NL,"('Rendon', 'Nola')","(11, 13)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Story', 'Carpenter')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Carpenter', 'Story')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2018,NL,"('Scherzer', 'Rendon')","(10, 11)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Story', 'Carpenter')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Yelich', 'Baez', 'Arenado', 'Freeman', 'DeGrom', 'Goldschmidt', 'Cain', 'Carpenter', 'Story')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Cespedes', 'Encarnacion')","(10, 11)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Martin', 'Peralta')","(13, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Cueto', 'Peralta')","(12, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Cespedes', 'Johnson')","(10, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Encarnacion', 'Price')","(11, 12)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Encarnacion', 'Rodney')","(11, 13)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Encarnacion', 'Johnson')","(11, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Price', 'Johnson')","(12, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Rodney', 'Johnson')","(13, 14)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Rizzo', 'Pence')","(10, 11)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2012,AL,"('Cespedes', 'Rodney')","(10, 13)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Verlander', 'Fielder')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Cabrera', 'Trout', 'Beltre', 'Cano', 'Hamilton', 'Jones', 'Jeter', 'Fielder', 'Verlander')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Rizzo', 'Cueto')","(10, 12)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Rizzo', 'Martin')","(10, 13)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Rizzo', 'Peralta')","(10, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Pence', 'Cueto')","(11, 12)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Pence', 'Martin')","(11, 13)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2014,NL,"('Pence', 'Peralta')","(11, 14)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Wainwright', 'Harrison')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Kershaw', 'Stanton', 'McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez', 'Harrison', 'Wainwright')","(1, 2, 3, 4, 5, 6, 7, 9, 8)"
2019,AL,"('Verlander', 'Devers')","(11, 12)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cruz')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cole')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2021,NL,"('Reynolds', 'Albies')","(11, 13)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Freeman')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Muncy')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2021,NL,"('Reynolds', 'Scherzer')","(11, 14)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Freeman')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Harper', 'Soto', 'Tatis', 'Crawford', 'Turner', 'Goldschmidt', 'Riley', 'ONeill', 'Muncy')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2016,AL,"('Seager', 'Cruz')","(12, 14)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2016,AL,"('Seager', 'Dozier')","(12, 13)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2016,AL,"('Britton', 'Dozier')","(11, 13)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2016,AL,"('Britton', 'Seager')","(11, 12)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Cabrera')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Betts', 'Altuve', 'Donaldson', 'Machado', 'Ortiz', 'Beltre', 'Cano', 'Lindor')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
2019,AL,"('Verlander', 'Meadows')","(11, 14)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cruz')","(1, 2, 3, 4, 5, 6, 7, 8, 9)","('Trout', 'Bregman', 'Semien', 'LeMahieu', 'Bogaerts', 'Chapman', 'Springer', 'Betts', 'Cole')","(1, 2, 3, 4, 5, 6, 7, 8, 10)"
