Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
Scott WolfLos Angeles Daily News,2014,1,Oklahoma,Florida State,Alabama,Georgia,Wisconsin,Michigan State,Oregon,Baylor,UCLA,Auburn,Ohio State,Clemson,LSU,South Carolina,Texas A&M,USC,Ole Miss,Stanford,Virginia Tech,Texas,Kansas State,Arizona State,Oregon State,Marshall,Penn State
Seth EmersonThe Macon Telegraph,2014,1,Florida State,Alabama,Auburn,Oregon,Ohio State,Oklahoma,Stanford,Michigan State,Georgia,South Carolina,Baylor,Wisconsin,LSU,Clemson,UCLA,Kansas State,Michigan,Iowa,Nebraska,Duke,Cincinnati,UCF,USC,Virginia Tech,Oklahoma State
Steve BattersonQuad City Times,2014,1,Florida State,Alabama,Oklahoma,Oregon,Ohio State,Auburn,Michigan State,UCLA,Georgia,Baylor,South Carolina,Stanford,LSU,Wisconsin,USC,Notre Dame,Clemson,Texas A&M,Ole Miss,Arizona State,Florida,Texas,North Carolina,Washington,Iowa
Steve SippleLincoln Journal,2014,1,Florida State,Alabama,Oklahoma,Oregon,Michigan State,Auburn,UCLA,Baylor,LSU,Ohio State,Stanford,South Carolina,Georgia,USC,Nebraska,Clemson,Kansas State,Notre Dame,Texas A&M,Ole Miss,Iowa,Marshall,Wisconsin,Duke,Boise State
Tim GriffinSan Antonio Express-News,2014,1,Florida State,Alabama,Oregon,Oklahoma,Ohio State,Auburn,Georgia,UCLA,South Carolina,Baylor,Michigan State,Stanford,LSU,Wisconsin,Notre Dame,USC,Ole Miss,Clemson,Kansas State,Nebraska,Florida,Washington,North Carolina,UCF,Boise State
Tom MulhernWisconsin State Journal,2014,1,Florida State,Alabama,Oregon,Oklahoma,Michigan State,Auburn,South Carolina,Ohio State,UCLA,Stanford,Baylor,Georgia,LSU,Clemson,Wisconsin,USC,Arizona State,Ole Miss,Washington,Kansas State,Texas,North Carolina,Missouri,Florida,Iowa
Tom MurphyArkansas Democrat-Gazette,2014,1,Florida State,Oklahoma,Oregon,South Carolina,Alabama,Auburn,Ohio State,Michigan State,Georgia,UCLA,Baylor,Wisconsin,LSU,Stanford,Clemson,Nebraska,Ole Miss,USC,Notre Dame,North Carolina,Florida,UCF,Arizona State,Louisville,Missouri
Tommy DeasTuscaloosa News,2014,1,Florida State,Alabama,Oklahoma,Oregon,Ohio State,Auburn,Michigan State,UCLA,LSU,South Carolina,Stanford,Baylor,Georgia,Wisconsin,Clemson,Arizona State,Notre Dame,Ole Miss,USC,Kansas State,Nebraska,North Carolina,Texas A&M,Washington,Missouri
Adam JudeThe Seattle Times,2014,2,Florida State,Oregon,Alabama,Georgia,Oklahoma,Texas A&M,Auburn,Michigan State,LSU,Ohio State,Baylor,UCLA,USC,Stanford,Notre Dame,Ole Miss,Wisconsin,Arizona State,Oklahoma State,Missouri,Nebraska,Clemson,Texas Tech,Penn State,Iowa
Adam SparksDaily News Journal,2014,2,Florida State,Auburn,Texas A&M,Georgia,Oklahoma,Alabama,Oregon,LSU,Ohio State,Michigan State,Stanford,UCLA,Baylor,Nebraska,Ole Miss,USC,Notre Dame,Louisville,South Carolina,Clemson,Missouri,Arizona State,Wisconsin,Texas,Washington
Adam ZuckerCBS Sports Network,2014,2,Oregon,Auburn,Florida State,Oklahoma,Alabama,Michigan State,Georgia,Texas A&M,Ohio State,UCLA,Baylor,LSU,Stanford,USC,Arizona State,Mississippi State,North Carolina,Notre Dame,Kansas State,Louisville,Nebraska,Oklahoma State,Ole Miss,Florida,Iowa
Bill RabinowitzThe Columbus Dispatch,2014,2,Florida State,Alabama,Oklahoma,Oregon,Auburn,Michigan State,Texas A&M,Georgia,Ohio State,UCLA,LSU,Baylor,Stanford,USC,Ole Miss,Notre Dame,Arizona State,Missouri,Kansas State,North Carolina,Mississippi State,Texas,Oklahoma State,Nebraska,Louisville
Bob AsmussenChampaign News-Gazette,2014,2,Florida State,Oregon,Michigan State,Alabama,Oklahoma,Auburn,Ohio State,Georgia,Texas A&M,Baylor,LSU,UCLA,Stanford,Notre Dame,North Carolina,USC,Ole Miss,Florida,Wisconsin,Texas,Nebraska,Texas Tech,Arizona State,Michigan,Kansas State
Brett McMurphyAction Network,2014,2,Georgia,Florida State,Texas A&M,Alabama,Oklahoma,LSU,Oregon,Auburn,Michigan State,Baylor,USC,UCLA,Ohio State,Stanford,Notre Dame,Wisconsin,Nebraska,Arizona State,Mississippi State,Oklahoma State,Ole Miss,Penn State,Clemson,South Carolina,Louisville
Chadd CripeThe Idaho Statesman,2014,2,Florida State,Auburn,Georgia,Texas A&M,Oklahoma,Alabama,Michigan State,Stanford,Oregon,LSU,UCLA,Ohio State,Clemson,Missouri,Baylor,Oklahoma State,USC,Louisville,Notre Dame,Duke,Arizona State,Nebraska,South Carolina,Ole Miss,Wisconsin
Charles DavisFOX Sports,2014,2,Florida State,UCLA,Oregon,Auburn,Oklahoma,Alabama,Michigan State,Stanford,LSU,Ohio State,Baylor,Texas A&M,Georgia,USC,Arizona State,Nebraska,Notre Dame,Wisconsin,Ole Miss,Texas,Florida,South Carolina,Duke,Michigan,Penn State
Chris MurrayNevada Sports Net,2014,2,Florida State,Texas A&M,Alabama,Oklahoma,Oregon,Georgia,Michigan State,LSU,Ohio State,Baylor,UCLA,Auburn,Stanford,USC,Arizona State,Notre Dame,Wisconsin,North Carolina,Ole Miss,Penn State,South Carolina,Louisville,Texas,Kansas State,Marshall
Chuck McGillCharleston Daily,2014,2,Florida State,Stanford,Auburn,Oregon,Georgia,Alabama,Michigan State,Oklahoma,Texas A&M,UCLA,Ole Miss,Baylor,LSU,Ohio State,Notre Dame,South Carolina,USC,Michigan,TCU,Wisconsin,Clemson,Louisville,North Carolina,Texas,Oklahoma State
Daniel BerkArizona Daily Star,2014,2,Florida State,Oklahoma,Oregon,Alabama,Baylor,Michigan State,Georgia,UCLA,USC,Texas A&M,Ohio State,LSU,Auburn,Stanford,Wisconsin,Ole Miss,Clemson,Duke,Kansas State,Notre Dame,Arizona State,Nebraska,Florida,Oklahoma State,South Carolina
Donald HeathSavannah News,2014,2,Florida State,Oklahoma,Alabama,Oregon,Ohio State,Michigan State,UCLA,Baylor,Georgia,Auburn,USC,LSU,Stanford,Notre Dame,Texas A&M,Wisconsin,Arizona State,Ole Miss,Texas,Marshall,South Carolina,Louisville,Nebraska,Duke,Louisiana
Doug DoughtyThe Roanoke Times,2014,2,Florida State,Alabama,Oregon,Oklahoma,Ohio State,Georgia,Auburn,Michigan State,LSU,UCLA,Stanford,Texas A&M,Baylor,USC,Arizona State,Kansas State,Nebraska,Notre Dame,Ole Miss,Missouri,North Carolina,Oklahoma State,South Carolina,Duke,Texas
Doug LesmerisesThe Cleveland Plain Dealer,2014,2,Texas A&M,Georgia,Florida State,Oregon,LSU,Auburn,Michigan State,UCLA,Louisville,Stanford,Alabama,Penn State,Ole Miss,Oklahoma,USC,Baylor,Tennessee,Ohio State,Nebraska,Rutgers,Kansas State,Notre Dame,Oklahoma State,Wisconsin,Missouri
Drew SharpDetroit Free Press,2014,2,Alabama,Oklahoma,Florida State,Georgia,Texas A&M,Auburn,Oregon,Stanford,Baylor,UCLA,Arizona State,LSU,Ole Miss,Ohio State,Michigan State,USC,Kansas State,TCU,North Carolina,Clemson,South Carolina,Texas,Florida,Washington,Marshall
Ed JohnsonAlbuquerque Journal,2014,2,Florida State,Oregon,Oklahoma,UCLA,Auburn,Georgia,Alabama,Michigan State,Texas A&M,Ohio State,Baylor,Stanford,LSU,Arizona State,USC,Nebraska,Notre Dame,Ole Miss,Louisville,Wisconsin,North Carolina,Mississippi State,Kansas State,Duke,South Carolina
Eric AvidonThe MetroWest Daily News,2014,2,Florida State,Oklahoma,Auburn,UCLA,Oregon,Michigan State,Alabama,Baylor,USC,Georgia,Ohio State,Stanford,LSU,Texas A&M,Ole Miss,Nebraska,Wisconsin,South Carolina,Kansas State,Notre Dame,Duke,Arizona State,Clemson,North Carolina,Louisville
Eric HansenThe South Bend Tribune,2014,2,Oregon,Baylor,Florida State,Alabama,Michigan State,Texas A&M,Stanford,Georgia,USC,Auburn,Oklahoma,Ole Miss,Ohio State,LSU,UCLA,Notre Dame,Wisconsin,North Carolina,Arizona State,South Carolina,Louisville,Clemson,Penn State,Missouri,Kansas State
Ferd LewisThe Honolulu Star-Advertiser,2014,2,Florida State,Alabama,Oregon,Oklahoma,Ohio State,Auburn,Michigan State,UCLA,Baylor,Stanford,Georgia,LSU,USC,Texas A&M,Notre Dame,Ole Miss,Arizona State,Kansas State,Nebraska,South Carolina,Wisconsin,North Carolina,Missouri,Clemson,Oklahoma State
Garland GillenWVUE-TV FOX 8,2014,2,Florida State,Alabama,Georgia,Auburn,Oregon,Oklahoma,Baylor,Texas A&M,Michigan State,LSU,Ohio State,UCLA,Stanford,Ole Miss,USC,Notre Dame,Arizona State,Kansas State,Mississippi State,Nebraska,Missouri,Texas,Louisville,South Carolina,Michigan
Garry SmitsFlorida Times-Union,2014,2,Florida State,Alabama,Oregon,Oklahoma,UCLA,Ohio State,Baylor,Michigan State,Auburn,Stanford,USC,LSU,Notre Dame,Georgia,Arizona State,Texas A&M,Ole Miss,Virginia Tech,Wisconsin,Iowa,Nebraska,South Carolina,North Carolina,Kansas State,Florida
Gary HorowitzKBZY radio,2014,2,Florida State,Oklahoma,Alabama,Oregon,Auburn,Georgia,Michigan State,Ohio State,Baylor,Texas A&M,LSU,Stanford,Notre Dame,UCLA,USC,Ole Miss,South Carolina,Nebraska,Wisconsin,Missouri,Kansas State,Arizona State,Louisville,North Carolina,Clemson
Grant RameyDaily Times,2014,2,Florida State,Alabama,Oregon,Auburn,Oklahoma,Georgia,Michigan State,Baylor,Texas A&M,UCLA,LSU,Stanford,Ohio State,USC,Arizona State,Ole Miss,Kansas State,Nebraska,Notre Dame,South Carolina,North Carolina,Clemson,Wisconsin,Missouri,Washington
Harold GutmannThe Herald-Sun of Durham,2014,2,Florida State,Alabama,Ohio State,Oregon,Auburn,Oklahoma,Georgia,LSU,UCLA,Michigan State,Stanford,Baylor,Nebraska,USC,Texas A&M,Wisconsin,Kansas State,South Carolina,Ole Miss,Arizona State,Clemson,Duke,Notre Dame,Missouri,Cincinnati
Iliana Limon RomeroOrlando Sentinel,2014,2,Florida State,Oregon,Alabama,Oklahoma,LSU,Ohio State,Georgia,Auburn,Michigan State,Texas A&M,Baylor,Stanford,USC,UCLA,Notre Dame,Arizona State,Wisconsin,South Carolina,Clemson,Kansas State,Nebraska,North Carolina,Ole Miss,Missouri,Washington
Jay Binkley610 Sports KCSP,2014,2,Florida State,Alabama,Oklahoma,Ohio State,Auburn,Michigan State,Oregon,Georgia,UCLA,Baylor,LSU,Stanford,Notre Dame,North Carolina,Texas A&M,USC,Nebraska,Wisconsin,Missouri,Kansas State,Ole Miss,Arizona State,South Carolina,Washington,Michigan
Jim PolzinWisconsin State Journal,2014,2,Florida State,Alabama,Oregon,Oklahoma,Michigan State,Auburn,Georgia,Ohio State,UCLA,Stanford,Baylor,Texas A&M,LSU,USC,Arizona State,Ole Miss,Kansas State,Texas,South Carolina,Wisconsin,Missouri,Washington,Clemson,Florida,North Carolina
