Year,League,Name,Affiliation,Chapter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th
2012,AL,George King,New York Post,NY,Cabrera,Trout,Beltre,Hamilton,Jeter,Jones,Cano,Fielder,Rios,Cespedes
2012,AL,Mark Feinsand,New York Daily News,NY,Cabrera,Trout,Jeter,Beltre,Jones,Hamilton,Cespedes,Soriano,Verlander,Rodney
2012,AL,Susan Slusser,San Francisco Chronicle,OAK,Cabrera,Trout,Cano,Beltre,Jones,Hamilton,Cespedes,Encarnacion,Fielder,Zobrist
2012,AL,Joe Stiglich,Bay Area News Group,OAK,Cabrera,Trout,Beltre,Cano,Hamilton,Jones,Verlander,Encarnacion,Fielder,Reddick
2012,AL,Jim Caple,ESPN.com,SEA,Trout,Cabrera,Beltre,Cano,Jones,Verlander,Hamilton,Jeter,Cespedes,Mauer
2012,AL,Larry LaRue,Tacoma News Tribune,SEA,Cabrera,Trout,Beltre,Jeter,Jones,Reddick,Hamilton,Johnson,Cano,Fielder
2012,AL,Roger Mooney,Tampa Tribune,TB,Trout,Cabrera,Beltre,Jones,Jeter,Cespedes,Cano,Hamilton,Rodney,Encarnacion
2012,AL,Marc Topkin,Tampa Bay Times,TB,Cabrera,Trout,Jones,Beltre,Jeter,Cespedes,Hamilton,Rodney,Soriano,Reddick
2012,AL,Jeff Wilson,Fort Worth Star Telegram,TEX,Cabrera,Trout,Beltre,Cano,Hamilton,Jones,Jeter,Rodney,Fielder,Encarnacion
2012,AL,Evan Grant,Dallas Morning News,TEX,Cabrera,Trout,Cano,Beltre,Verlander,Price,Fielder,Jones,Cespedes,Hamilton
2012,AL,Bob Elliott,Toronto Sun,TOR,Cabrera,Trout,Beltre,Cano,Jones,Jeter,Hamilton,Rodney,Reddick,Encarnacion
2012,AL,Mark Zwolinski,Toronto Star,TOR,Cabrera,Trout,Cano,Beltre,Hamilton,Price,Jones,Jeter,Rios,Cespedes
2012,NL,Tom Verducci,SI.com,ATL,Posey,Braun,McCutchen,Molina,LaRoche,Bruce,Headley,Holliday,Kimbrel,Wright
2012,NL,Jon Heyman,CBS Sports.com,ATL,Posey,Braun,Molina,McCutchen,LaRoche,Kimbrel,Medlen,Ramirez,Harper,Chapman
2012,NL,Nick Piecoro,Arizona Republic,AZ,Posey,Braun,McCutchen,Molina,Wright,Headley,Kershaw,Dickey,Cueto,Hill
2012,NL,Bob Nightengale,USA Today,AZ,Posey,Braun,McCutchen,Molina,Headley,LaRoche,Craig,Ramirez,Holliday,Phillips
2012,NL,Doug Padilla,ESPN Chicago.com,CHI,Braun,McCutchen,Posey,Bruce,LaRoche,Holliday,Headley,Molina,Soriano,Pence
2012,NL,Gordon Wittenmyer,Chicago Sun Times,CHI,Posey,McCutchen,Molina,Braun,Gonzalez,Phillips,Medlen,Bruce,Ramirez,Soriano
2012,NL,Hal McCoy,At Large,CIN,Posey,Braun,Molina,McCutchen,LaRoche,Soriano,Bruce,Prado,Wright,Headley
2012,NL,C.Trent Rosecrans,CBS Sports.com,CIN,Posey,Molina,Braun,McCutchen,Wright,Headley,Ramirez,Bourn,Desmond,Votto
2012,NL,Troy Renck,Denver Post,COL,Posey,McCutchen,Braun,Molina,Headley,LaRoche,Stanton,Kimbrel,Wright,Hill
2012,NL,Tracy Ringolsby,Fox Sports.com,COL,Posey,Kimbrel,Braun,Holliday,Zimmerman,Phillips,McCutchen,Wright,Gonzalez,Molina
2012,NL,Zachary Levine,Houston Chronicle,HOU,Posey,Braun,McCutchen,Molina,Headley,Wright,Hill,Ramirez,Dickey,Holliday
2012,NL,Joel Sherman,New York Post,HOU,Posey,Braun,Molina,McCutchen,Kimbrel,LaRoche,Chapman,Ruiz,Headley,Votto
2012,NL,Hirokazu Higuchi,Chunichi Shimbun,LA,Posey,Molina,McCutchen,Braun,LaRoche,Bruce,Kimbrel,Wright,Headley,Kershaw
2012,NL,Mark Saxon,ESPN Los Angeles.com,LA,Posey,Molina,Braun,McCutchen,Bourn,Headley,Kershaw,Dickey,Kimbrel,Votto
2012,NL,Clark Spencer,Miami Herald,MIA,Posey,Molina,McCutchen,Braun,Headley,Wright,Ramirez,LaRoche,Dickey,Heyward
2012,NL,Juan C. Rodriguez,South Florida Sun Sentinel,MIA,Posey,McCutchen,Braun,Molina,Wright,Headley,Holliday,Ramirez,LaRoche,Dickey
2012,NL,Todd Rosiak,Milwaukee Journal Sentinel,MIL,Braun,Posey,McCutchen,Molina,LaRoche,Headley,Bruce,Holliday,Ramirez,Wright
2012,NL,Tom Haudricourt,Milwaukee Journal Sentinel,MIL,Braun,Posey,McCutchen,Molina,Beltran,LaRoche,Kimbrel,Ramirez,Headley,Holliday
2012,NL,Adam Rubin,ESPN New York.com,NY,Molina,Posey,Braun,McCutchen,Headley,Kimbrel,LaRoche,Chapman,Wright,Montero
2012,NL,Andy McCullough,Newark Star Ledger,NY,Molina,Posey,Braun,McCutchen,Headley,Dickey,Kershaw,Stanton,Votto,Wright
2012,NL,Ryan Lawrence,Philadelphia Daily News,PHI,Posey,Braun,McCutchen,Molina,Kimbrel,Wright,Ramirez,LaRoche,Headley,Votto
2012,NL,Jayson Stark,ESPN.com,PHI,Posey,Braun,Molina,McCutchen,Wright,Votto,Headley,Kimbrel,Kershaw,Ruiz
2012,NL,Bill Brink,Pittsburgh Post Gazette,PIT,Posey,Braun,McCutchen,Molina,Wright,Headley,Ramirez,Bourn,Holliday,Votto
2012,NL,Rob Biertempfel,Pittburgh Tribune Review,PIT,Posey,McCutchen,Molina,Braun,Wright,Bruce,Holliday,LaRoche,Desmond,Heyward
2012,NL,Scott Miller,CBS Sports.com,SD,Posey,Molina,Braun,McCutchen,Wright,Headley,Votto,Prado,Holliday,Kimbrel
2012,NL,John Maffei,North County CA Times,SD,Posey,McCutchen,Braun,Headley,Bruce,LaRoche,Craig,Ramirez,Prado,Zimmerman
2012,NL,Henry Schulman,San Francisco Chronicle,SF,Posey,Braun,Molina,Bruce,McCutchen,Kimbrel,Desmond,Wright,Headley,Chapman
2012,NL,Andrew Baggarly,At Large,SF,Posey,Braun,McCutchen,Molina,Kimbrel,Chapman,Headley,Desmond,Wright,Pagan
2012,NL,Rick Hummel,St. Louis Post Dispatch,STL,Posey,Molina,Braun,McCutchen,Headley,Kimbrel,LaRoche,Phillips,Chapman,Craig
2012,NL,Joe Strauss,St. Louis Post Dispatch,STL,Posey,Braun,Molina,McCutchen,Headley,Kimbrel,Phillips,Desmond,Chapman,Craig
2012,NL,Ken Rosenthal,Fox Sports.com,WAS,Posey,Braun,McCutchen,Molina,Ramirez,Wright,Headley,LaRoche,Heyward,Jones
2012,NL,Amanda Comak,Washington Times,WAS,Posey,Braun,McCutchen,Molina,Headley,Ramirez,Wright,LaRoche,Kimbrel,Desmond
2013,AL,Ken Rosenthal,FOX Sports.com,BAL,Trout,Cabrera,Donaldson,DavisC,Cano,Beltre,Longoria,Pedroia,Machado,Ortiz
2013,AL,Mel Antonen,SI.com,BAL,Cabrera,DavisC,Donaldson,Ortiz,Trout,Beltre,Cano,Jones,Hunter,Longoria
2013,AL,Bill Ballou,Worcester Tele.  Gazette,BOS,DavisC,Cabrera,Donaldson,Cano,Beltre,Pedroia,Trout,Ortiz,Encarnacion,Longoria
2013,AL,Rob Bradford,WEEI.com,BOS,Cabrera,Trout,DavisC,Cano,Beltre,Donaldson,Ortiz,Encarnacion,Scherzer,Uehara
2013,AL,Daryl Van Schouwen,Chicago Sun-Times,CHI,Cabrera,DavisC,Trout,Donaldson,Pedroia,Cano,Longoria,Machado,Beltre,Kipnis
2013,AL,Phil Rogers,Chicago Tribune,CHI,Cabrera,Trout,Donaldson,Pedroia,Kipnis,Longoria,DavisC,Cano,Machado,Victorino
2013,AL,Sheldon Ocker,Akron Beacon Journal,CLE,Cabrera,Trout,Cano,DavisC,Donaldson,Beltre,Ortiz,Holland,Longoria,Kipnis
2013,AL,Paul Hoynes,Cleveland Plain Dealer,CLE,Cabrera,Trout,DavisC,Cano,Longoria,Donaldson,Beltre,Pedroia,Machado,Kipnis
2013,AL,Lynn Henning,Detroit News,DET,Cabrera,Trout,DavisC,Donaldson,Machado,Beltre,Longoria,Cano,Ortiz,Crisp
2013,AL,Jon Paul Morosi,FOX Sports,DET,Cabrera,Trout,DavisC,Donaldson,Pedroia,Beltre,Cano,Scherzer,Longoria,Uehara
2013,AL,Jesus Ortiz,Houston Chronicle,HOU,Cabrera,Trout,Donaldson,DavisC,Machado,Scherzer,Longoria,Cano,Pedroia,Darvish
2013,AL,Tom Verducci,SI.com,HOU,Cabrera,Trout,DavisC,Donaldson,Cano,Beltre,Pedroia,Longoria,Kipnis,Machado
2013,AL,Joe Posnanski,NBC Sports,KC,Trout,Cabrera,Donaldson,Cano,DavisC,Longoria,Pedroia,Beltre,Kipnis,Machado
2013,AL,Bob Dutton,Kansas City Star,KC,Trout,Cabrera,Donaldson,DavisC,Pedroia,Scherzer,Cano,Machado,Iwakuma,Perez
2013,AL,Tim Brown,Yahoo Sports,LA,Trout,Cabrera,Donaldson,DavisC,Pedroia,Longoria,Cano,Beltre,Ortiz,Machado
2013,AL,Jeff Fletcher,Orange County Register,LA,Cabrera,Trout,DavisC,Cano,Donaldson,Ortiz,Beltre,Santana,Longoria,Scherzer
2013,AL,La Velle Neal III,Minneapolis Star Tribune,MIN,Cabrera,Trout,Donaldson,DavisC,Cano,Pedroia,Beltre,Kipnis,Machado,Longoria
2013,AL,Patrick Borzi,Honorary,MIN,Cabrera,DavisC,Trout,Donaldson,Pedroia,Cano,Beltre,Machado,Longoria,Ellsbury
2013,AL,Wallace Matthews,ESPNNewYork.com,NY,Cabrera,Trout,Scherzer,DavisC,Longoria,Donaldson,Pedroia,Machado,Cano,Hernandez
2013,AL,Chad Jennings,Journal News NY,NY,Cabrera,Trout,DavisC,Donaldson,Cano,Longoria,Beltre,Pedroia,Ellsbury,Machado
2013,AL,John Hickey,Oakland Tribune,OAK,Donaldson,Cabrera,DavisC,Trout,Jones,Kipnis,Cano,Longoria,Crisp,Beltre
2013,AL,Susan Slusser,San Francisco Chronicle,OAK,Cabrera,Trout,Donaldson,DavisC,Cano,Ortiz,Machado,Longoria,Beltre,Pedroia
2013,AL,Larry Stone,Seattle Times,SEA,Cabrera,Trout,Donaldson,DavisC,Cano,Pedroia,Beltre,Longoria,Machado,Kipnis
2013,AL,Ryan Divish,The News Tribune,SEA,Cabrera,Trout,Donaldson,DavisC,Cano,Beltre,Longoria,Kipnis,Pedroia,Machado
2013,AL,Marc Topkin,Tampa Bay Times,TB,Cabrera,Trout,Donaldson,DavisC,Longoria,Pedroia,Beltre,Kipnis,Cano,Machado
2013,AL,Roger Mooney,Tampa Tribune,TB,Cabrera,Trout,DavisC,Donaldson,Ortiz,Longoria,Cano,Machado,Beltre,Scherzer
2013,AL,Jeff Wilson,Fort Worth Star-Telegram,TEX,Cabrera,DavisC,Trout,Ortiz,Donaldson,Beltre,Pedroia,Cano,Longoria,Kipnis
2013,AL,Evan Grant,Dallas Morning News,TEX,Cabrera,Trout,Donaldson,DavisC,Cano,Longoria,Machado,Pedroia,Beltre,Ortiz
2013,AL,Brendan Kennedy,Toronto Star,TOR,Trout,Cabrera,DavisC,Donaldson,Longoria,Machado,Pedroia,Cano,Encarnacion,Beltre
2013,AL,Bob Elliott,Toronto Sun,TOR,Cabrera,Trout,DavisC,Donaldson,Cano,Pedroia,Longoria,Beltre,Kipnis,Machado
2013,NL,Jon Heyman,CBSSports.com,ATL,McCutchen,Molina,Carpenter,Ramirez,Goldschmidt,Kershaw,Freeman,Puig,Kimbrel,Votto
2013,NL,Joel Sherman,New York Post,ATL,McCutchen,Molina,Goldschmidt,Votto,Ramirez,Carpenter,Freeman,Kershaw,Simmons,Bruce
2013,NL,Bob Nightengale,USA TODAY,AZ,McCutchen,Molina,Goldschmidt,Carpenter,Freeman,Kershaw,Bruce,Kimbrel,Ramirez,Votto
2013,NL,Nick Piecoro,Arizona Republic,AZ,McCutchen,Goldschmidt,Kershaw,Molina,Votto,Carpenter,Gomez,Wainwright,Freeman,Choo
2013,NL,Bruce Miles,Daily Herald Ill.,CHI,McCutchen,Carpenter,Kershaw,Molina,Votto,Goldschmidt,Freeman,Werth,Holliday,Choo
2013,NL,Mark Gonzales,Chicago Tribune,CHI,McCutchen,Goldschmidt,Carpenter,Freeman,Molina,Kimbrel,Kershaw,Gomez,Choo,Craig
2013,NL,C.Trent Rosecrans,CBSSports.com,CIN,McCutchen,Goldschmidt,Kershaw,Votto,Molina,Carpenter,Freeman,Gomez,Werth,Choo
2013,NL,John Fay,Cincinnati Enquirer,CIN,McCutchen,Goldschmidt,Kershaw,Molina,Votto,Carpenter,Freeman,Ramirez,Gomez,Bruce
2013,NL,Troy E. Renck,The Denver Post,COL,McCutchen,Goldschmidt,Carpenter,Kershaw,Molina,Freeman,Votto,Ramirez,Gomez,Cuddyer
2013,NL,Tracy Ringolsby,At Large,COL,McCutchen,Molina,Ramirez,Goldschmidt,Votto,Freeman,Carpenter,Kershaw,Kimbrel,Bruce
2013,NL,Molly Knight,ESPN.com,LA,McCutchen,Goldschmidt,Kershaw,Carpenter,Molina,Freeman,Votto,Gomez,Tulowitzki,Ramirez
2013,NL,Bill Plunkett,Orange County Register,LA,McCutchen,Goldschmidt,Molina,Votto,Ramirez,Carpenter,Freeman,Puig,Kershaw,Werth
2013,NL,Clark Spencer,The Miami Herald,MIA,McCutchen,Goldschmidt,Votto,Carpenter,Freeman,Ramirez,Puig,Gomez,Simmons,Molina
2013,NL,Juan C. Rodriguez,Sun Sentinel,MIA,McCutchen,Goldschmidt,Carpenter,Votto,Freeman,Choo,Ramirez,Kershaw,Molina,Cuddyer
2013,NL,Todd Rosiak,Milw. Journal Sentinel,MIL,McCutchen,Goldschmidt,Carpenter,Molina,Freeman,Votto,Kershaw,Kimbrel,Bruce,Gomez
2013,NL,Tom Haudricourt,Milw. Journal Sentinel,MIL,McCutchen,Carpenter,Molina,Freeman,Goldschmidt,Bruce,Votto,Gonzalez,Kimbrel,Werth
2013,NL,Mike Puma,New York Post,NY,McCutchen,Goldschmidt,Votto,Kershaw,Molina,Freeman,Gomez,Posey,Carpenter,Werth
2013,NL,Marc Carig,Newsday,NY,McCutchen,Goldschmidt,Kershaw,Votto,Molina,Carpenter,Gomez,Freeman,Choo,Pence
2013,NL,Jim Salisbury,CSN-Philly.com,PHI,McCutchen,Carpenter,Goldschmidt,Molina,Votto,Freeman,Kershaw,Simmons,Bruce,Ramirez
2013,NL,Jayson Stark,ESPN.com,PHI,McCutchen,Molina,Goldschmidt,Votto,Carpenter,Kershaw,Freeman,Ramirez,Simmons,Werth
2013,NL,Rob Biertempfel,Pitt. Tribune-Review,PIT,McCutchen,Goldschmidt,Molina,Carpenter,Freeman,Votto,Bruce,Kershaw,Werth,Cuddyer
2013,NL,Bill Brink,Pittsburgh Post-Gazette,PIT,McCutchen,Goldschmidt,Kershaw,Votto,Gomez,Freeman,Choo,Carpenter,Molina,Pence
2013,NL,Bill Center,U-T San Diego,SD,McCutchen,Carpenter,Goldschmidt,Freeman,Bruce,Kershaw,Molina,Werth,Votto,Gonzalez
2013,NL,Scott Miller,CBSSports.com,SD,McCutchen,Carpenter,Molina,Kershaw,Goldschmidt,Freeman,Bruce,Choo,Simmons,Gomez
2013,NL,Alex Pavlovic,San Jose Mercury News,SF,McCutchen,Goldschmidt,Kershaw,Molina,Votto,Carpenter,Freeman,Pence,Ramirez,Tulowitzki
2013,NL,Henry Schulman,San Francisco Chronicle,SF,McCutchen,Molina,Goldschmidt,Freeman,Votto,Carpenter,Ramirez,Kimbrel,Pence,Werth
2013,NL,Rick Hummel,STL Post-Dispatch,STL,Molina,Carpenter,McCutchen,Kimbrel,Freeman,Goldschmidt,Kershaw,Craig,Ramirez,Martin
2013,NL,Derrick Goold,STL Post-Dispatch,STL,Molina,McCutchen,Goldschmidt,Kershaw,Carpenter,Freeman,Votto,Gomez,Tulowitzki,Werth
2013,NL,Mark Zuckerman,CSNWashington.com,WAS,McCutchen,Molina,Goldschmidt,Votto,Freeman,Carpenter,Werth,Gomez,Choo,Ramirez
2013,NL,Tim Kurkjian,ESPN.com,WAS,McCutchen,Molina,Goldschmidt,Freeman,Carpenter,Votto,Kershaw,Simmons,Choo,Gomez
2014,AL,Tim Kurkjian,ESPN.com,BAL,Trout,Cano,Martinez,Brantley,Cruz,Donaldson,Abreu,Gordon,Bautista,Cabrera
2014,AL,Paul White,USA Today,BAL,Trout,Martinez,Brantley,Cano,Bautista,Cabrera,Cruz,Donaldson,Abreu,Seager
2014,AL,John Tomase,Boston Herald,BOS,Trout,Martinez,Donaldson,Cano,Bautista,Abreu,Brantley,Gordon,Kluber,Jones
2014,AL,Gordon Edes,ESPNBoston,BOS,Trout,Martinez,Abreu,Brantley,Cano,Cruz,Gordon,Donaldson,Hernandez,Beltre
2014,AL,Colleen Kane,Chicago Tribune,CHI,Trout,Martinez,Brantley,Abreu,Bautista,Donaldson,Gordon,Hernandez,Kluber,Altuve
2014,AL,Daryl Van Schouwen,Chicago Sun Times,CHI,Trout,Abreu,Brantley,Martinez,Bautista,Cano,Donaldson,Gordon,Cabrera,Altuve
2014,AL,Chris Assenheimer,The Chronicle-Telegram,CLE,Trout,Brantley,Martinez,Cruz,Abreu,Cabrera,Altuve,Bautista,Jones,Pujols
2014,AL,Paul Hoynes,Cleveland Plain Dealer,CLE,Trout,Martinez,Brantley,Cabrera,Cruz,Abreu,Altuve,Bautista,Holland,Donaldson
2014,AL,Tom Gage,Detroit News,DET,Trout,Martinez,Cabrera,Cruz,Brantley,Holland,Abreu,Bautista,Altuve,Kluber
2014,AL,Chris Iott,MLive.com MLive Media Group,DET,Trout,Brantley,Hernandez,Abreu,Kluber,Martinez,Bautista,Cano,Donaldson,Gordon
2014,AL,David Coleman,Fort Bend Herald,HOU,Trout,Donaldson,Brantley,Gordon,Cano,Bautista,Kluber,Abreu,Beltre,Altuve
2014,AL,Tom Verducci,SI.com,HOU,Trout,Martinez,Brantley,Donaldson,Bautista,Jones,Cano,Abreu,Altuve,Cabrera
2014,AL,David Brown,Yahoo Sports,KC,Trout,Hernandez,Kluber,Brantley,Martinez,Bautista,Abreu,Altuve,Donaldson,Cabrera
2014,AL,Andy McCullough,Kansas City Star,KC,Trout,Brantley,Abreu,Kluber,Bautista,Hernandez,Martinez,Beltre,Cano,Cabrera
2014,AL,Mark Whicker,Los Angeles Daily News,LA,Trout,Martinez,Cruz,Cano,Holland,Jones,Pujols,Donaldson,Cabrera,Altuve
2014,AL,Jeff Fletcher,Orange County Register,LA,Trout,Brantley,Martinez,Bautista,Cabrera,Abreu,Beltre,Cano,Cruz,Hernandez
2014,AL,Mike Berardino,St. Paul Pioneer Press,MIN,Trout,Brantley,Cabrera,Bautista,Gordon,Martinez,Kluber,Kendrick,Donaldson,Jones
2014,AL,Phil Miller,Minneapolis Star Tribune,MIN,Trout,Brantley,Abreu,Cano,Martinez,Bautista,Donaldson,Beltre,Cabrera,Altuve
2014,AL,Pete Caldera,Bergen Record,NY,Trout,Martinez,Cruz,Cano,Brantley,Altuve,Abreu,Donaldson,Cabrera,Kluber
2014,AL,Mark Feinsand,New York Daily News,NY,Trout,Martinez,Cruz,Cano,Brantley,Abreu,Altuve,Bautista,Cabrera,Donaldson
2014,AL,Susan Slusser,San Francisco Chronicle,OAK,Trout,Martinez,Donaldson,Cabrera,Brantley,Cruz,Cano,Beltre,Gordon,Altuve
2014,AL,John Hickey,Oakland Tribune,OAK,Trout,Cabrera,Cano,Cruz,Martinez,Donaldson,Abreu,Altuve,Bautista,Brantley
2014,AL,Larry Stone,Seattle Times,SEA,Trout,Brantley,Abreu,Martinez,Jones,Bautista,Cano,Altuve,Donaldson,Gordon
2014,AL,Bob Dutton,Tacoma News Tribune,SEA,Trout,Martinez,Abreu,Hernandez,Bautista,Brantley,Kluber,Beltre,Donaldson,Cano
2014,AL,Marc Topkin,Tampa Bay Times,TB,Trout,Martinez,Cruz,Brantley,Cano,Abreu,Donaldson,Jones,Cabrera,Altuve
2014,AL,Roger Mooney,Tampa Tribune,TB,Trout,Martinez,Cruz,Abreu,Cano,Gordon,Cabrera,Donaldson,Bautista,Altuve
2014,AL,Evan Grant,Dallas Morning News,TEX,Trout,Brantley,Martinez,Donaldson,Bautista,Gordon,Jones,Beltre,Abreu,Altuve
2014,AL,Jeff Wilson,Fort Worth Star-Telegram,TEX,Trout,Hernandez,Abreu,Martinez,Kluber,Cano,Cruz,Bautista,Altuve,Cabrera
2014,AL,Richard Griffin,Toronto Star,TOR,Trout,Martinez,Bautista,Brantley,Cabrera,Abreu,Cano,Donaldson,Gordon,Cruz
2014,AL,Bob Elliott,Toronto Sun,TOR,Trout,Martinez,Cruz,Bautista,Cano,Jones,Donaldson,Shields,Brantley,Abreu
2014,NL,Ryan Fagan,Sporting News,ATL,Kershaw,Stanton,McCutchen,Lucroy,Rendon,Harrison,Wainwright,Cueto,Posey,Rizzo
2014,NL,Dave Cameron,FanGraphs,ATL,Kershaw,Lucroy,Stanton,Rendon,Posey,McCutchen,Martin,Mesoraco,Werth,Pence
2014,NL,Nick Piecoro,The Arizona Republic,AZ,Kershaw,McCutchen,Stanton,Cueto,Lucroy,Rendon,Wainwright,Posey,Gomez,Rizzo
2014,NL,Robert Nightengale,USA Today,AZ,Kershaw,McCutchen,Stanton,Harrison,Rendon,Posey,Lucroy,Gonzalez,Peralta,Upton
2014,NL,Mark Gonzales,Chicago Tribune,CHI,Kershaw,McCutchen,Stanton,Lucroy,Posey,Harrison,Rizzo,Pence,Gonzalez,Rendon
2014,NL,Patrick Mooney,CSNCHICAGO.COM,CHI,Kershaw,Stanton,McCutchen,Posey,Rendon,Wainwright,Lucroy,Martin,Gonzalez,Harrison
2014,NL,C. Trent Rosecrans,Cincinnati Enquirer,CIN,Kershaw,Stanton,McCutchen,Lucroy,Rendon,Posey,Rizzo,Martin,Puig,Cueto
2014,NL,Hal McCoy,Dayton Daily News FoxSportsOhio,CIN,Stanton,Kershaw,McCutchen,Span,Holliday,Posey,Lucroy,Duda,Mesoraco,Gonzalez
2014,NL,Jack Etkin,Honorary,COL,Kershaw,McCutchen,Stanton,Lucroy,Posey,Wainwright,Harrison,Rendon,Rizzo,Cueto
2014,NL,Patrick Saunders,The Denver Post,COL,Kershaw,Stanton,McCutchen,Posey,Gonzalez,Wainwright,Rendon,Lucroy,Pence,Peralta
2014,NL,Molly Knight,At Large,LA,Kershaw,Stanton,McCutchen,Lucroy,Posey,Rizzo,Rendon,Cueto,Harrison,Upton
2014,NL,Bill Plunkett,Orange County Register,LA,Kershaw,McCutchen,Stanton,Posey,Lucroy,Rendon,Wainwright,Gonzalez,Pence,Werth
2014,NL,Craig DavisC,South Florida Sun Sentinel,MIA,Stanton,Kershaw,McCutchen,Posey,Wainwright,Rendon,Lucroy,Gonzalez,Cueto,Upton
2014,NL,Jorge Ebro,El Nuevo Herald,MIA,Stanton,McCutchen,Posey,Kershaw,Lucroy,Gonzalez,Harrison,Gomez,Rendon,Wainwright
2014,NL,Tom Haudricourt,Milwaukee Journal Sentinel,MIL,Stanton,Kershaw,McCutchen,Gonzalez,Lucroy,Rendon,Posey,Holliday,Pence,Harrison
2014,NL,Todd Rosiak,Milwaukee Journal Sentinel,MIL,Stanton,Kershaw,McCutchen,Rendon,Lucroy,Gonzalez,Posey,Wainwright,Harrison,Upton
2014,NL,Mike Puma,New York Post,NY,Stanton,Kershaw,McCutchen,Lucroy,Rendon,Posey,Harrison,Puig,Peralta,Rizzo
2014,NL,Adam Rubin,ESPNNewYork.com,NY,Stanton,Kershaw,McCutchen,Lucroy,Rendon,Pence,Upton,Wainwright,Peralta,Tulowitzki
2014,NL,Jayson Stark,ESPN.com,PHI,Kershaw,McCutchen,Stanton,Lucroy,Rendon,Posey,Martin,Wainwright,Cueto,Harrison
2014,NL,Ryan Lawrence,Philadelphia Daily News,PHI,Kershaw,Stanton,McCutchen,Posey,Rendon,Wainwright,Lucroy,Rizzo,Martin,Werth
2014,NL,Bill Brink,Pittsburgh Post-Gazette,PIT,Kershaw,McCutchen,Stanton,Lucroy,Posey,Rendon,Rizzo,Harrison,Gomez,Werth
2014,NL,Rob Biertempfel,Pittsburgh Tribune-Review,PIT,McCutchen,Kershaw,Stanton,Lucroy,Posey,Rendon,Harrison,Martin,Rizzo,Wainwright
2014,NL,Scott Miller,At Large,SD,Kershaw,Stanton,McCutchen,Lucroy,Posey,Rendon,Rizzo,Pence,Harrison,Gomez
2014,NL,John Maffei,U-T San Diego,SD,Kershaw,Stanton,McCutchen,Posey,Gonzalez,Rendon,Lucroy,Holliday,Upton,Gordon
2014,NL,Andrew Baggarly,CSN Bay Area,SF,Stanton,McCutchen,Rendon,Kershaw,Pence,Posey,Lucroy,Rizzo,Freeman,Martin
2014,NL,Henry Schulman,San Francisco Chronicle,SF,McCutchen,Kershaw,Stanton,Rendon,Lucroy,Pence,Harrison,Peralta,Gonzalez,Posey
2014,NL,Derrick Goold,St. Louis Post Dispatch,STL,Kershaw,McCutchen,Stanton,Lucroy,Posey,Rendon,Wainwright,Cueto,Rizzo,Martin
