PlayerA,PlayerB,A>B,B>A
Cespedes,Goldschmidt,0,30
Cespedes,Gonzalez,7,1
Cespedes,Gordon,7,1
Cespedes,Granderson,7,1
Cespedes,Greinke,3,23
Cespedes,Harper,0,30
Cespedes,Heyward,7,5
Cespedes,Kershaw,6,12
Cespedes,McCutchen,4,24
Cespedes,Pollock,7,11
Cespedes,Posey,5,21
Cespedes,Rizzo,3,26
Cespedes,Rosenthal,7,1
Cespedes,Votto,1,27
Cole,Goldschmidt,0,30
Cole,Gonzalez,1,2
Cole,Gordon,1,3
Cole,Granderson,1,1
Cole,Greinke,1,23
Cole,Harper,0,30
Cole,Heyward,1,5
Cole,Kershaw,1,12
Cole,McCutchen,1,27
Cole,Pollock,1,12
Cole,Posey,0,25
Cole,Rizzo,0,27
Cole,Rosenthal,1,1
Cole,Votto,0,28
Goldschmidt,Gonzalez,30,0
Goldschmidt,Gordon,30,0
Goldschmidt,Granderson,30,0
Goldschmidt,Greinke,23,7
Goldschmidt,Harper,0,30
Goldschmidt,Heyward,30,0
Goldschmidt,Kershaw,28,2
Goldschmidt,McCutchen,26,4
Goldschmidt,Pollock,30,0
Goldschmidt,Posey,30,0
Goldschmidt,Rizzo,25,5
Goldschmidt,Rosenthal,30,0
Goldschmidt,Votto,25,5
Gonzalez,Gordon,2,3
Gonzalez,Granderson,1,1
Gonzalez,Greinke,2,24
Gonzalez,Harper,0,30
Gonzalez,Heyward,2,5
Gonzalez,Kershaw,2,12
Gonzalez,McCutchen,0,27
Gonzalez,Pollock,2,12
Gonzalez,Posey,0,25
Gonzalez,Rizzo,0,27
Gonzalez,Rosenthal,2,1
Gonzalez,Votto,0,28
Gordon,Granderson,3,1
Gordon,Greinke,2,24
Gordon,Harper,0,30
Gordon,Heyward,3,5
Gordon,Kershaw,3,12
Gordon,McCutchen,1,27
Gordon,Pollock,3,11
Gordon,Posey,2,24
Gordon,Rizzo,0,27
Gordon,Rosenthal,2,1
Gordon,Votto,1,27
Granderson,Greinke,1,24
Granderson,Harper,0,30
Granderson,Heyward,1,5
Granderson,Kershaw,1,12
Granderson,McCutchen,0,27
Granderson,Pollock,1,12
Granderson,Posey,0,25
Granderson,Rizzo,0,27
Granderson,Rosenthal,1,1
Granderson,Votto,0,28
Greinke,Harper,0,30
Greinke,Heyward,22,3
Greinke,Kershaw,22,3
Greinke,McCutchen,14,16
Greinke,Pollock,24,3
Greinke,Posey,19,10
Greinke,Rizzo,12,17
Greinke,Rosenthal,24,1
Greinke,Votto,12,18
Harper,Heyward,30,0
Harper,Kershaw,30,0
Harper,McCutchen,30,0
Harper,Pollock,30,0
Harper,Posey,30,0
Harper,Rizzo,30,0
Harper,Rosenthal,30,0
Harper,Votto,30,0
Heyward,Kershaw,4,11
Heyward,McCutchen,0,27
Heyward,Pollock,3,11
Heyward,Posey,2,24
Heyward,Rizzo,1,26
Heyward,Rosenthal,5,1
Heyward,Votto,1,28
Kershaw,McCutchen,7,21
Kershaw,Pollock,12,6
Kershaw,Posey,8,18
Kershaw,Rizzo,7,22
Kershaw,Rosenthal,12,1
Kershaw,Votto,5,25
McCutchen,Pollock,25,3
McCutchen,Posey,22,8
McCutchen,Rizzo,13,17
McCutchen,Rosenthal,27,0
McCutchen,Votto,8,21
Pollock,Posey,4,23
Pollock,Rizzo,2,26
Pollock,Rosenthal,12,1
Pollock,Votto,2,28
Posey,Rizzo,5,25
Posey,Rosenthal,25,1
Posey,Votto,4,26
Rizzo,Rosenthal,27,0
Rizzo,Votto,12,18
Rosenthal,Votto,1,27
